Summons Number,Registration State,Plate Type,Issue Date,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Violation Precinct,Issuer Precinct,Issuer Code,Violation Time,Front Of Or Opposite,From Hours In Effect,To Hours In Effect,Vehicle Year,Feet From Curb,Violation Code
2515962261,SC,PAS,6/22/2017,SUBN,MITSU,X,25645,45100,32625,19,977,589219,1011A,F,1000A,1130A,0,0,21
2510452981,NY,PAS,7/15/2017,SUBN,JEEP,K,13570,40404,40404,25,1,160347,0423P,O,ALL,ALL,2017,0,20
2526799249,NY,PAS,6/8/2017,SUBN,JEEP,P,0,34430,0,94,94,951806,1243P,,ALL,ALL,2003,0,20
2518788105,NY,PAS,6/19/2017,SUBN,ACURA,P,30190,36290,61690,101,101,960716,1150A,F,ALL,ALL,2004,0,46
2525388679,NY,PAS,6/21/2017,,DODGE,K,0,0,0,110,7,180280,0848A,O,ALL,ALL,2014,0,20
2515716431,NY,PAS,6/18/2017,SDN,DODGE,P,19440,17540,17990,102,102,959715,0815A,F,ALL,ALL,2010,0,40
2518788155,NY,PAS,7/4/2017,SUBN,NISSA,P,30140,61690,35780,101,101,933650,0830A,F,ALL,ALL,2015,0,14
2499894625,NY,PAS,7/13/2017,SDN,CHRYS,P,9130,77150,9120,43,0,113,0853A,F,ALL,ALL,2016,0,20
2513458760,NY,PAS,6/28/2017,SDN,BMW,P,83430,73110,50930,81,81,959213,0529A,F,ALL,ALL,2016,0,98
2516961317,NY,PAS,6/11/2017,VAN,FORD,P,0,0,0,103,103,958230,0211P,F,ALL,ALL,2003,0,19
2527473741,NY,PAS,7/15/2017,VAN,FORD,P,40930,14130,36480,63,63,952415,1221P,F,ALL,ALL,1999,0,46
2510336103,NY,PAS,7/1/2017,SDN,FORD,S,51090,26940,27040,105,0,669682,0735A,F,0730A,0800A,2010,0,21
2517043371,NY,PAS,6/11/2017,SDN,NISSA,P,33540,62200,60790,100,100,951367,1015A,F,ALL,ALL,2013,0,40
2527622837,NY,PAS,7/9/2017,SDN,HONDA,P,22920,9320,78050,49,49,923462,0430A,F,ALL,ALL,2013,0,98
2527422988,NJ,PAS,6/14/2017,SDN,CHEVR,P,0,0,0,63,63,928117,0850A,,ALL,ALL,0,2,40
2515090499,NY,PAS,6/24/2017,SUBN,JEEP,P,13610,11310,37630,34,136,950985,0710P,F,ALL,ALL,2014,0,46
2513735549,NY,PAS,7/16/2017,SDN,HYUND,P,0,0,0,107,107,954888,0416P,O,ALL,ALL,2010,0,40
2514021260,NY,PAS,7/13/2017,SDN,NISSA,P,53790,21590,21640,106,106,925605,0700P,F,ALL,ALL,2001,0,46
2474136091,NY,PAS,7/14/2017,VAN,ME/BE,X,58430,75930,49730,60,985,100407,0547P,F,ALL,ALL,2013,0,98
2512160638,NY,PAS,6/13/2017,SDN,NISSA,P,0,0,0,79,803,962373,0035A,,ALL,ALL,2005,0,20
2515959844,NY,PAS,7/2/2017,SDN,TOYOT,X,25645,13113,13113,19,977,529707,0643A,F,ALL,ALL,2015,0,20
2474135858,NY,PAS,6/29/2017,SDN,BMW,X,64230,92130,75930,60,985,100408,1151A,O,ALL,ALL,2010,0,21
2527619991,NY,PAS,6/22/2017,SDN,HONDA,P,28500,18120,47220,47,47,958701,1206P,F,1130A,0100P,2007,0,21
2523636611,NY,PAS,6/25/2017,SDN,HONDA,P,54070,19230,80430,77,77,961115,0158A,F,ALL,ALL,2017,0,40
2525398739,NJ,PAS,6/25/2017,SUBN,HONDA,P,14490,21680,10510,0,1,161062,1226P,O,ALL,ALL,0,0,19
2527680566,PA,PAS,6/21/2017,SDN,NISSA,P,0,40404,40404,52,52,960981,0111A,F,ALL,ALL,0,0,40
2526828638,MA,PAS,7/17/2017,SDN,GMC,S,57190,62990,19990,113,0,508810,0845A,F,0830A,1000A,0,0,21
2515335812,NY,PAS,6/12/2017,P-U,DODGE,F,18630,69230,63030,79,102,919907,1005P,F,ALL,ALL,2016,0,40
2525141248,NY,PAS,7/6/2017,SDN,CADIL,P,28380,6950,63190,47,47,955808,0920A,F,ALL,ALL,2002,0,98
2510601638,NY,PAS,6/30/2017,SDN,NISSA,K,0,46850,0,122,5,160579,1002P,,ALL,ALL,2005,0,63
2497678548,NY,PAS,6/30/2017,SDN,HONDA,P,51090,35780,25220,103,103,949063,0834A,F,ALL,ALL,1999,0,98
2510604085,NY,PAS,7/10/2017,SDN,HONDA,P,0,46850,0,122,5,160098,1208A,F,ALL,ALL,2016,0,63
2515090554,NY,PAS,6/24/2017,SUBN,JEEP,P,26490,36190,36210,26,136,920923,0934P,O,ALL,ALL,0,0,46
2466713014,NY,PAS,7/13/2017,SDN,NISSA,P,0,0,0,0,642,45408,0910A,,ALL,ALL,2014,0,14
2527597904,NY,PAS,7/2/2017,SDN,CHRYS,P,25220,28620,67020,47,47,955813,0110A,F,ALL,ALL,2015,0,40
2510509783,NY,PAS,7/2/2017,SUBN,HONDA,P,0,0,0,33,1,160698,0810P,,ALL,ALL,2002,0,20
2515726795,NY,PAS,6/14/2017,SDN,HONDA,P,44690,35780,60810,105,105,915643,1136A,O,ALL,ALL,2016,0,19
2525247245,NY,PAS,6/19/2017,SDN,HONDA,P,36450,10610,10810,32,32,941136,1210P,F,1130A,0100P,2006,0,21
2510603994,NY,PAS,7/7/2017,SDN,TOYOT,K,46850,36500,0,122,5,160324,0944P,,ALL,ALL,2005,0,63
2512998255,NY,PAS,7/8/2017,SUBN,BMW,S,81830,60330,83630,60,0,528606,0837A,F,0800A,0900A,2006,0,21
2513622962,NY,PAS,7/1/2017,SDN,DODGE,P,20910,23640,29415,113,113,958173,1213P,F,ALL,ALL,2001,0,98
2513660541,NY,PAS,6/11/2017,SDN,FORD,P,22240,19990,20240,0,106,958672,0240P,O,ALL,ALL,2015,0,98
2524443439,NY,PAS,6/29/2017,FOUR,NISSA,P,15390,54580,23090,107,504,333060,1044A,F,1030A,1200P,2015,0,21
2517014990,NY,PAS,6/13/2017,SUBN,SUZUK,P,56090,35780,30140,101,101,950434,0800P,F,ALL,ALL,2006,0,46
2523860007,NY,PAS,7/5/2017,SUBN,NISSA,P,60520,23800,62420,43,808,959571,1045P,F,ALL,ALL,2009,0,46
2514016927,NY,PAS,6/11/2017,SDN,HONDA,P,59025,19790,19890,103,103,932912,0244A,F,ALL,ALL,1999,0,98
2523640628,99,PAS,6/30/2017,SDN,,S,57720,72620,10620,49,0,103199,0917A,,0830A,1000,2014,0,21
2516938666,NY,PAS,6/16/2017,SDN,CHEVR,P,32590,60790,35290,100,100,959026,0222A,F,ALL,ALL,1998,0,14
2516959323,NY,OMT,6/25/2017,SDN,TOYOT,P,24290,62990,19990,103,103,956704,1045A,F,ALL,ALL,2017,0,98
2510452305,NY,PAS,6/11/2017,SUBN,ROVER,K,29370,0,0,25,1,160638,1057A,O,ALL,ALL,2017,0,46
2499890840,NJ,PAS,6/23/2017,SDN,NISSA,P,66320,55720,55120,43,0,99,1005P,F,ALL,ALL,0,0,40
2499891571,NY,PAS,6/25/2017,SDN,INFIN,P,66320,55720,55120,43,0,143,0919P,F,ALL,ALL,2013,0,40
2510449092,NY,PAS,7/8/2017,SUBN,ME/BE,K,13535,416,97720,25,1,160507,1045A,O,ALL,ALL,2015,0,19
2514004250,NY,PAS,6/10/2017,SDN,FORD,P,19990,23640,23740,103,103,952012,0111P,F,ALL,ALL,2016,0,98
2510450419,NY,PAS,6/25/2017,SUBN,CHEVR,P,0,13650,0,25,1,160638,0855A,O,ALL,ALL,2017,0,14
2499895405,NY,PAS,6/30/2017,SUBN,NISSA,X,50020,59720,12550,43,0,91,1041A,F,ALL,ALL,2009,0,46
2526810211,PA,PAS,6/27/2017,SDN,TOYOT,P,13630,83730,19830,75,75,945649,1215A,F,ALL,ALL,0,0,98
2518786912,NY,PAS,6/20/2017,SUBN,GMC,P,38690,55960,67600,101,101,951544,0202P,O,ALL,ALL,1999,0,46
2527607915,NY,OMT,6/11/2017,SDN,MAZDA,P,55960,12550,12550,45,163,952676,0806P,O,ALL,ALL,2012,0,63
2513406359,NJ,PAS,6/23/2017,SDN,HYUND,P,0,40404,40404,0,120,961391,0135P,F,ALL,ALL,0,0,98
2518788544,NY,PAS,6/14/2017,SDN,TOYOT,P,29990,57090,41550,101,101,943156,0230P,F,ALL,ALL,2017,0,98
2515162311,NY,PAS,5/29/2017,SDN,LINCO,P,23130,73380,65130,73,73,955096,0500P,F,ALL,ALL,2005,0,40
2518778601,NC,PAS,6/13/2017,SDN,CHEVR,P,31510,35290,27820,101,101,958378,0210A,F,ALL,ALL,0,4,40
2524444845,NY,PAS,7/14/2017,SUBN,NISSA,P,45430,39830,53954,75,502,332045,0817A,F,0800A,0930A,2013,0,21
2513987927,NY,PAS,6/16/2017,SDN,ACURA,P,19740,19590,53790,106,106,961932,0309A,F,ALL,ALL,1999,0,98
2524444894,NY,PAS,7/14/2017,SDN,FORD,P,0,40404,40404,75,504,332045,0835A,F,0800A,0930A,1996,0,21
2517014553,99,PAS,6/24/2017,SDN,,P,30240,39790,38690,101,101,940405,0159P,F,ALL,ALL,2013,0,46
2517342546,NY,PAS,7/11/2017,VAN,DODGE,P,14290,15010,32625,5,804,933662,1107P,F,ALL,ALL,2007,0,20
2479197349,NY,PAS,7/2/2017,SDN,HONDA,P,11630,0,0,33,1,160628,0823P,F,ALL,ALL,2014,0,63
2515090620,NY,PAS,6/24/2017,SDN,HONDA,P,13610,11310,37630,34,136,950985,0745P,F,ALL,ALL,1999,0,46
2510464854,NY,PAS,7/2/2017,FOUR,TOYOT,P,0,0,0,33,1,160456,0822P,F,ALL,ALL,2009,0,63
2515335496,NY,PAS,6/11/2017,SDN,TOYOT,F,35430,14380,54050,61,0,916586,1132A,O,ALL,ALL,1999,0,14
2515715671,NY,PAS,6/18/2017,VAN,HONDA,P,21740,17690,17790,102,102,948629,1128P,F,ALL,ALL,1998,0,98
2518785233,99,PAS,7/6/2017,SDN,NISSA,P,0,40404,40404,101,101,958416,0950A,F,ALL,ALL,0,0,14
2515963025,NY,PAS,7/6/2017,SDN,ME/BE,X,25645,32625,32625,19,977,828296,0159A,F,16A,11A,2017,0,21
2403827273,NY,OMT,6/22/2017,SDN,LINCO,X,35670,14510,15710,24,0,0,0610P,F,ALL,ALL,0,0,19
2510881181,PA,PAS,7/7/2017,SDN,NISSA,P,71750,10920,48820,41,41,65313,0415P,O,ALL,ALL,2002,0,19
2527618907,NY,PAS,6/22/2017,SDN,NISSA,P,28440,57320,45020,47,47,959726,1040A,F,0930A,1100A,2004,0,21
2517017542,NY,PAS,6/9/2017,SUBN,FORD,P,31390,28460,35290,101,101,952167,1107P,O,ALL,ALL,2002,0,20
2516703146,NY,PAS,7/9/2017,SUBN,HONDA,P,97540,35780,35780,113,642,47919,1228A,F,ALL,ALL,2011,0,14
2527070488,NY,PAS,7/15/2017,SUBN,JEEP,S,6880,10430,10480,62,0,686282,0736A,F,0730A,0800A,0,0,21
2515958981,NY,PAS,7/7/2017,SDN,TOYOT,X,25645,13113,13113,19,977,725698,0751A,F,0700A,0100P,2015,0,20
2527617283,NY,PAS,6/25/2017,SUBN,CHEVR,P,11620,58620,53720,49,47,923126,1016A,F,ALL,ALL,2017,0,40
2513435066,NY,PAS,7/1/2017,SDN,SAAB,P,18345,53150,53900,120,120,931000,0420A,O,1100P,0630A,2004,0,14
2526816904,NY,PAS,7/7/2017,SUBN,HONDA,S,24140,18040,51090,103,0,660603,0835A,F,0830A,0900A,2006,0,21
2524443373,99,PAS,6/22/2017,FOUR,NISSA,P,22880,40404,40404,105,504,333060,0751A,O,0700A,0400P,2009,0,20
2517067491,NY,PAS,7/8/2017,SDN,HYUND,P,47690,57090,39790,101,101,956629,0635A,F,ALL,ALL,2004,0,98
2514024961,NY,OMT,6/22/2017,SDN,LINCO,P,0,0,0,100,103,936842,0211A,,ALL,ALL,2007,0,19
2524765753,NY,PAS,6/8/2017,SDN,HONDA,P,73470,13430,68930,73,73,957088,0345A,F,ALL,ALL,0,0,98
2497185878,NY,PAS,6/30/2017,SUBN,FORD,X,12310,17310,10555,13,839,111135,0244A,F,1000P,0700A,2015,0,14
2517406811,OH,PAS,7/17/2017,SUV,HONDA,P,10810,36730,36750,32,806,963019,0703A,F,ALL,ALL,0,0,19
2515724604,NY,PAS,6/9/2017,SUBN,BMW,P,0,0,0,105,105,931865,1030A,,ALL,ALL,2004,0,19
2523772543,NY,PAS,7/5/2017,SDN,MAZDA,S,16080,30630,51900,62,0,611214,1235P,F,1130A,0100P,2005,0,21
2525153779,NY,PAS,6/14/2017,SDN,NISSA,P,54120,73420,35720,43,43,954100,0748P,F,ALL,ALL,2004,0,98
2513839404,NY,PAS,6/27/2017,SDN,KIA,P,14890,24290,24340,107,107,956626,0130A,F,ALL,ALL,2007,0,98
2527621146,NY,PAS,6/25/2017,SDN,AUDI,P,47520,72620,10620,49,49,961672,0900P,F,ALL,ALL,2006,0,46
2515246724,NY,PAS,6/28/2017,SUBN,KIA,B,0,0,0,108,0,553389,1240P,,ALL,ALL,2007,0,40
2510485286,NY,PAS,6/11/2017,SUBN,MAZDA,K,29370,0,0,25,1,160638,0956A,O,ALL,ALL,0,0,46
2515719821,NY,PAS,7/4/2017,SUBN,TOYOT,P,27098,55590,22190,105,105,949124,0120A,F,ALL,ALL,2004,0,40
2513675127,NY,PAS,6/11/2017,SDN,HONDA,P,64151,65617,15635,100,100,935301,0512P,O,ALL,ALL,2015,0,20
2515880129,NY,PAS,7/8/2017,SDN,MERCU,X,64790,28265,54102,103,968,235707,1006P,F,ALL,ALL,2001,0,14
2510322774,NY,PAS,6/19/2017,SDN,FORD,S,51090,65830,26640,105,0,534917,0737A,,0730A,0800A,2017,0,21
2510547498,NY,PAS,7/12/2017,SUBN,TOYOT,P,0,46850,0,122,65,160098,1228A,F,ALL,ALL,2017,0,63
2484971080,NY,PAS,7/7/2017,SUBN,LEXUS,X,54530,75930,49730,60,985,100404,1156A,F,1130A,01P,2015,0,21
2523149554,NY,PAS,6/29/2017,SDN,HONDA,S,31190,36750,36770,30,0,624965,0922A,F,0900A,1030A,2002,0,21
2497174558,NY,PAS,6/21/2016,SUBN,JEEP,X,17390,13113,31710,13,839,111168,1044P,O,1000P,0700A,2016,0,14
2525352326,NY,PAS,7/9/2017,DSD,HONDA,K,75830,67730,0,60,4,160444,0605P,F,ALL,ALL,2007,0,40
2524911824,NY,PAS,6/29/2017,SDN,TOYOT,P,27090,62720,70720,46,46,962673,1120A,F,ALL,ALL,1995,0,40
2524253912,NY,PAS,7/4/2017,SDN,CADIL,P,0,40404,40404,7,876,951804,0647A,O,ALL,ALL,0,0,19
2515727593,NY,PAS,6/19/2017,SUBN,ME/BE,P,55590,27097,27098,105,105,931865,1002A,F,ALL,ALL,2009,0,19
2515964463,NY,PAS,7/9/2017,SDN,SAAB,X,25645,13113,13113,11,977,589219,0718A,F,ALL,ALL,2003,0,20
2474153897,NY,PAS,6/25/2017,SUBN,LEXUS,X,83630,17980,18000,60,985,100403,0111A,F,ALL,ALL,0,0,98
2513658695,NY,PAS,6/25/2017,SDN,TOYOT,P,20890,21690,21740,106,106,958128,0535P,F,ALL,ALL,0,0,98
2515702134,NY,PAS,6/9/2017,SUBN,NISSA,P,22970,27135,27190,105,105,956053,0810A,F,ALL,ALL,2013,0,98
2516264910,NY,PAS,6/26/2017,SDN,CHEVR,P,13200,23295,39725,122,122,929117,1025P,O,ALL,ALL,2006,0,20
2510651915,NY,PAS,6/25/2017,SDN,ACURA,P,33340,62200,0,100,3,160228,0420P,F,ALL,ALL,2007,0,14
2517270392,NY,PAS,6/13/2017,SDN,NISSA,P,0,40404,40404,123,123,960601,0115A,F,ALL,ALL,2016,0,40
2514000020,NY,PAS,6/24/2017,SUBN,JEEP,P,27215,17800,18040,105,105,941016,0544A,F,ALL,ALL,2015,0,98
2513733334,NY,PAS,7/15/2017,SDN,BMW,P,24540,47195,49490,107,107,962898,0145P,O,ALL,ALL,2017,0,20
2524440131,NY,PAS,6/23/2017,SUBN,,P,38730,40404,40404,78,504,332045,0715A,O,ALL,ALL,2015,0,20
2525129107,NY,PAS,6/10/2017,SDN,ACURA,P,0,0,0,45,45,933635,0420P,,ALL,ALL,2005,0,20
2527427494,NY,PAS,6/11/2017,,ACURA,P,35830,53210,88830,61,61,923670,0254A,F,ALL,ALL,2013,0,40
2524441248,NY,PAS,6/29/2017,SDN,CADIL,P,49690,23490,58590,103,883,946406,0306P,F,ALL,ALL,0,0,19
2513565565,NY,PAS,6/18/2017,SDN,NISSA,P,30240,39790,38690,101,101,955214,0441P,F,ALL,ALL,2014,0,19
2516695137,NJ,PAS,6/24/2017,SDN,BMW,P,0,40404,40404,113,642,0,0525P,F,ALL,ALL,2014,0,14
2515084052,NY,PAS,6/10/2017,SDN,CADIL,P,19270,10110,10010,25,136,952032,0220A,F,ALL,ALL,1997,0,46
2513933042,NY,PAS,7/11/2017,SDN,TOYOT,P,27135,22520,45890,105,105,949420,0200P,F,ALL,ALL,2016,0,46
2515695220,NY,PAS,7/17/2017,SUBN,ACURA,P,0,0,0,105,105,953006,0650P,,ALL,ALL,2007,0,14
2513720730,NY,PAS,7/5/2017,SUBN,CHRYS,P,22975,0,0,108,105,955931,0120A,,ALL,ALL,2017,0,40
2497680911,NY,PAS,6/16/2017,SUBN,HONDA,P,24590,18140,51090,103,103,939098,0922A,O,ALL,ALL,2012,0,40
2524437409,99,PAS,6/21/2017,SUBN,JEEP,P,38430,81430,69330,73,504,343900,0727A,F,0700A,1000A,2006,0,14
2527469269,NJ,PAS,7/1/2017,SDN,SUZUK,P,40630,58125,58840,63,63,959558,1119A,F,ALL,ALL,0,0,19
2513981026,NY,PAS,7/2/2017,SDN,DODGE,P,30140,36290,61690,101,101,957608,0202P,F,ALL,ALL,2011,0,14
2527425862,NY,PAS,6/18/2017,SUBN,JEEP,P,35080,14580,14630,61,61,958867,0810A,F,ALL,ALL,2017,0,98
2514579687,NY,PAS,7/5/2017,SDN,BMW,P,0,40404,40404,61,801,957678,1235A,F,ALL,ALL,2013,0,14
2515751959,NY,PAS,6/16/2017,VAN,MERCU,P,51090,26340,26390,105,108,942533,1243P,F,ALL,ALL,0,0,46
2522943573,PA,PAS,6/12/2017,SDN,JEEP,P,90880,76330,70165,60,60,961926,0936A,F,ALL,ALL,0,0,14
2510632307,NY,PAS,7/11/2017,FOUR,HONDA,P,0,57840,0,45,2,160679,0418P,F,ALL,ALL,2011,0,20
2527430215,NY,PAS,6/11/2017,SDN,MAZDA,P,67030,14780,14830,61,61,917734,1214P,O,ALL,ALL,2006,0,46
2367561620,NY,PAS,6/27/2017,SDN,HONDA,P,9540,16590,16740,110,976,100192,0633A,O,ALL,ALL,1995,0,20
2527434528,PA,PAS,7/12/2017,SUBN,MAZDA,P,54050,35680,67530,61,61,948280,1241A,F,ALL,ALL,0,0,19
2230208236,NY,PAS,6/13/2017,VAN,TOYOT,X,26630,36480,36530,71,976,101013,0927A,F,ALL,ALL,2012,0,20
2527482122,NY,PAS,6/25/2017,SDN,HONDA,P,14130,64830,36330,63,63,958973,0823A,F,ALL,ALL,2016,0,40
2524440204,PA,PAS,6/23/2017,SUBN,TOYOT,P,55930,73350,42730,78,504,332045,0751A,F,ALL,ALL,0,2,40
2510926187,NY,PAS,6/29/2017,SUBN,FORD,P,10920,60520,65520,41,41,951938,0505P,F,ALL,ALL,2005,0,98
2523864230,NY,PAS,6/28/2017,SUBN,MAZDA,P,31227,16900,45224,121,121,925796,0831A,F,ALL,ALL,2014,0,46
2525348671,NY,PAS,6/27/2017,FOUR,MAZDA,K,0,13430,0,84,4,160073,1230P,,ALL,ALL,2007,0,14
2510604109,NY,PAS,7/9/2017,SDN,KIA,K,0,0,0,122,5,160098,0946P,,ALL,ALL,2017,0,63
2527425874,NY,PAS,6/20/2017,SDN,BMW,P,35630,14480,14530,61,61,958867,0808A,F,ALL,ALL,2015,0,98
2513391041,NY,PAS,6/14/2017,SDN,CHRYS,P,0,40404,40404,120,120,957382,0631P,F,ALL,ALL,0,0,98
2527474733,NY,PAS,7/3/2017,SUBN,TOYOT,P,36530,14080,14130,63,63,952525,0103A,O,ALL,ALL,2015,0,21
2527483746,NY,PAS,7/17/2017,SDN,FORD,P,37480,14130,14180,63,63,939650,0530A,F,ALL,ALL,2013,0,40
2515364563,NY,PAS,6/5/2017,SUBN,DODGE,F,9140,7490,7640,114,4,907454,0200A,F,ALL,ALL,0,0,40
2482965873,NY,PAS,7/8/2017,SUBN,HONDA,K,13820,33720,61830,84,4,160355,0130P,O,ALL,ALL,2017,0,20
2469259370,NY,PAS,7/9/2017,SUBN,NISSA,P,33540,60790,60790,100,100,957481,1155A,O,ALL,ALL,2004,0,14
2522943615,PA,PAS,6/19/2017,SDN,DODGE,P,90880,76330,70165,60,60,961926,0951A,O,ALL,ALL,0,0,14
2518786061,NY,PAS,6/25/2017,SDN,FORD,P,0,40404,40404,101,101,957886,1051A,O,ALL,ALL,2004,0,14
2525249175,NY,PAS,6/30/2017,SDN,VOLKS,P,36470,10610,10810,32,32,941136,1138A,F,1130A,0100P,2014,0,21
2510600636,NY,PAS,7/4/2017,SUBN,CHRYS,K,39202,47000,34155,122,5,160644,0656P,,ALL,ALL,2006,0,14
2515726965,NY,PAS,6/15/2017,SUBN,NISSA,P,22700,27040,27050,105,105,935609,1100A,F,ALL,ALL,2007,0,46
2527427097,NY,PAS,7/11/2017,SDN,MERCU,P,35730,73030,14480,61,61,923171,0217P,F,ALL,ALL,2003,0,98
2526830313,NY,PAS,6/20/2017,SUBN,NISSA,S,51090,24540,24590,103,0,517533,0303A,F,0300A,0600A,2012,0,21
2515725035,NY,PAS,6/12/2017,SUBN,NISSA,P,63290,67396,22190,105,105,915643,1245P,F,ALL,ALL,2010,0,46
2516869016,NY,PAS,6/25/2017,SDN,TOYOT,P,49690,24490,24440,107,107,955021,1117P,F,ALL,ALL,2017,0,46
2513658980,NY,PAS,7/4/2017,SDN,SUBAR,P,22040,20790,20890,106,106,961763,0155A,F,ALL,ALL,2016,0,40
2518785427,NY,PAS,6/12/2017,SDN,INFIN,P,31390,28460,35290,101,101,945806,0930A,F,ALL,ALL,2004,0,46
2518285206,NY,PAS,6/16/2017,SDN,TOYOT,P,0,40404,40404,81,81,939040,1145A,F,ALL,ALL,0,0,46
2526799237,NY,PAS,6/8/2017,SDN,TOYOT,P,28630,34430,0,94,94,951806,1243P,,ALL,ALL,2006,0,20
2510450961,NY,PAS,6/11/2017,SUBN,ACURA,K,29370,0,0,25,1,160347,0343P,F,ALL,ALL,2015,0,20
2513672576,NY,PAS,6/11/2017,SUBN,CHRYS,P,18490,40404,40404,100,100,933620,0422P,O,ALL,ALL,2008,0,20
2510630343,NY,PAS,6/16/2017,SDN,AUDI,K,0,0,0,44,2,161275,1143A,F,ALL,ALL,2007,0,20
2511999719,NY,PAS,7/11/2017,VAN,TOYOT,S,56790,39790,42390,101,0,635760,1137A,O,1130A,0100P,2008,0,21
2512125911,NY,PAS,7/8/2017,SDN,INFIN,P,59330,51530,23930,90,803,954934,0440P,F,1100A,0600P,2008,0,20
2523767207,NY,PAS,6/30/2017,SUBN,FORD,S,47430,49530,57830,90,0,601094,1132A,F,1100A,1230P,2005,0,21
2515965400,NJ,PAS,7/16/2017,SDN,HYUN,X,25645,32625,32625,19,977,800739,0119P,F,ALL,ALL,0,0,19
2510547632,NY,PAS,7/12/2017,SUBN,BMW,P,0,46850,0,122,5,160098,1038P,O,ALL,ALL,2005,0,63
2523853361,NY,PAS,6/23/2017,SDN,BMW,P,0,40404,40404,0,808,960711,1239A,F,ALL,ALL,0,0,46
2515963110,NY,PAS,7/8/2017,VAN,CHEVR,X,25645,32625,32625,19,922,569012,0807A,F,ALL,ALL,0,0,40
2461899292,NY,PAS,6/26/2017,SDN,MAZDA,P,63820,63120,24620,50,7,618474,0325A,O,ALL,ALL,2011,0,98
2510604123,NY,PAS,7/3/2017,SUBN,KIA,K,0,36500,0,122,5,160098,1036P,,ALL,ALL,2005,0,63
2524873301,NY,PAS,7/17/2017,SDN,BMW,P,9540,14190,14440,108,108,960974,0408A,F,ALL,ALL,2004,0,40
2527112495,NY,PAS,6/24/2017,SDN,VOLKS,S,6880,10380,10430,62,0,686282,0740A,F,0730A,0800A,2017,0,21
2525129504,NY,PAS,6/26/2017,SDN,HYUND,P,0,40404,40404,45,45,933736,0715A,F,ALL,ALL,2007,0,40
2523589202,DC,PAS,7/10/2017,SDN,VOLKS,P,46730,73190,70030,81,81,960836,0620A,F,ALL,ALL,0,0,98
2510443279,NY,999,7/11/2017,SDN,LINCO,X,9180,5010,5130,72,0,831207,0114A,F,1200A,0300A,0,0,21
2497181538,NY,PAS,6/17/2017,P-U,FORD,X,12310,17310,10555,13,839,111135,0158A,F,ALL,ALL,2016,0,14
2515152651,SC,PAS,6/20/2017,SDN,TOYOT,P,0,40404,40404,75,75,950445,0812P,F,ALL,ALL,0,0,20
2510617306,NY,PAS,7/4/2017,SUBN,HONDA,K,12025,0,0,45,2,160483,0127P,,ALL,ALL,2005,0,14
2525354191,NY,PAS,6/13/2017,SUBN,CHEVR,P,77130,17380,0,68,4,160616,1001P,F,ALL,ALL,2012,0,14
2525351931,NY,PAS,7/9/2017,SDN,INFIN,K,67730,0,0,60,4,160693,0625P,F,ALL,ALL,2009,0,14
2515719134,NY,PAS,6/18/2017,SDN,NISSA,P,27092,23030,23050,105,105,934238,0125P,F,ALL,ALL,2001,0,46
2527176199,NY,PAS,7/8/2017,SDN,HONDA,P,70127,70332,18510,123,123,946556,1050P,F,ALL,ALL,2003,0,98
2527616977,NY,PAS,7/10/2017,SDN,,P,28050,40404,40404,47,47,957447,0907P,F,ALL,ALL,2009,0,40
2484344663,NY,PAS,5/20/2017,SDN,NISSA,P,10810,34570,34590,14,0,49489,1246P,F,ALL,ALL,2004,0,14
2527494446,NY,PAS,6/28/2017,SDN,TOYOT,P,75530,20530,64330,84,0,961061,0640A,F,ALL,ALL,1998,0,14
2526829076,NY,PAS,7/1/2017,SDN,INFIN,S,23290,18140,51090,103,0,695240,0810A,F,0800A,0830A,2015,0,21
2456583361,NY,PAS,6/26/2017,SUBN,HYUND,X,26490,36620,52120,44,0,0,0149P,F,ALL,ALL,2005,0,46
2524766289,NY,PAS,6/5/2017,SDN,LEXUS,P,0,40404,40404,73,73,961067,0838A,F,ALL,ALL,2007,0,98
2513840992,NY,PAS,6/27/2017,SDN,VOLKS,P,23940,50290,13540,107,107,960986,0153A,F,ALL,ALL,1998,0,40
2451749083,NY,PAS,7/4/2017,SDN,MINI,K,62200,60805,0,100,3,160688,1227P,O,ALL,ALL,2015,0,14
2525247312,NY,OMT,6/20/2017,SDN,TOYOT,P,36470,10610,10810,32,32,941136,1150A,F,1130A,0100P,2009,0,21
2524909957,NY,PAS,6/27/2017,SUBN,NISSA,P,63820,10545,74480,46,46,957280,0717P,F,ALL,ALL,2015,0,46
2510603661,NY,999,7/3/2017,SUBN,,K,0,0,0,122,5,160098,1030P,,ALL,ALL,2015,0,63
2525394928,NY,PAS,7/12/2017,SUBN,TOYOT,K,13820,13820,0,84,4,160496,0118P,F,ALL,ALL,0,0,14
2510322786,NY,PAS,6/22/2017,SDN,LEXUS,S,51090,26840,27950,105,0,534917,0737A,F,0730A,0800A,2010,0,21
2527560811,NY,PAS,6/26/2017,SDN,LEXUS,P,64420,12550,16620,47,47,957068,0201P,F,ALL,ALL,2014,0,98
2527178006,NY,OMT,6/11/2017,SUBN,GMC,P,0,0,0,123,123,962360,1115P,F,ALL,ALL,2011,0,98
2515726910,NY,PAS,6/14/2017,SUBN,DODGE,P,23790,23010,23030,105,105,935609,1140A,F,ALL,ALL,2007,0,46
